time,value
 00:01:41.585270,1430
 00:01:42.595950,1430
 00:01:43.623320,1430
 00:01:44.582260,1430
 00:01:45.573630,1430
 00:01:46.617220,1430
 00:01:47.611620,1431
 00:01:48.591730,1430
 00:01:49.570400,1430
 00:01:50.591130,1431
 00:01:51.591550,1431
 00:01:52.548470,1430
 00:01:53.549490,1430
 00:01:54.578270,1430
 00:01:55.577250,1430
 00:01:56.573780,1430
 00:01:57.591470,1431
 00:01:58.594680,1430
 00:01:59.588290,1430
 00:02:00.530130,1430
 00:02:01.521420,1429
 00:02:02.528980,1430
 00:02:03.540550,1429
 00:02:04.527070,1429
 00:02:05.529030,1430
 00:02:06.528830,1430
 00:02:07.549280,1430
 00:02:08.496810,1430
 00:02:09.486240,1431
 00:02:10.502060,1430
 00:02:11.488660,1430
 00:02:12.502730,1430
 00:02:13.478550,1430
 00:02:14.535630,1431
 00:02:15.473850,1430
 00:02:16.488270,1431
 00:02:17.485720,1430
 00:02:18.469880,1430
 00:02:19.496310,1430
 00:02:20.484180,1431
 00:02:21.470430,1430
 00:02:22.495450,1430
 00:02:23.500160,1430
 00:02:24.505820,1430
 00:02:25.503080,1430
 00:02:26.479270,1430
 00:02:27.541060,1430
 00:02:28.472950,1430
 00:02:29.487980,1430
 00:02:30.478530,1430
 00:02:31.459670,1431
 00:02:32.510710,1430
 00:02:33.516650,1430
 00:02:34.449050,1431
 00:02:35.449170,1430
 00:02:36.493690,1431
 00:02:37.476460,1431
 00:02:38.485460,1431
 00:02:39.429000,1430
 00:02:40.488290,1430
 00:02:41.433980,1430
 00:02:42.498640,1431
 00:02:43.430600,1431
 00:02:44.428740,1430
 00:02:45.495670,1431
 00:02:46.482870,1430
 00:02:47.484640,1430
 00:02:48.464170,1430
 00:02:49.487640,1430
 00:02:50.431290,1431
 00:02:51.488350,1430
 00:02:52.466320,1430
 00:02:53.453650,1430
 00:02:54.463400,1430
 00:02:55.520860,1430
 00:02:56.441410,1430
 00:02:57.442130,1430
 00:02:58.461900,1430
 00:02:59.464930,1431
 00:03:00.461650,1431
 00:03:01.500450,1430
 00:03:02.500660,1430
 00:03:03.511150,1430
 00:03:04.522200,1431
 00:03:05.459270,1431
 00:03:06.506680,1431
 00:03:07.488000,1431
 00:03:08.489790,1431
 00:03:09.477710,1431
 00:03:10.455150,1431
 00:03:11.505370,1432
 00:03:12.509300,1431
 00:03:13.497960,1431
 00:03:14.502030,1432
 00:03:15.446660,1431
 00:03:16.443660,1431
 00:03:17.488280,1431
 00:03:18.480920,1431
 00:03:19.449460,1431
 00:03:20.455620,1431
 00:03:21.461120,1430
 00:03:22.492560,1430
 00:03:23.497610,1431
 00:03:24.446620,1431
 00:03:25.469150,1431
 00:03:26.491120,1431
 00:03:27.475780,1431
 00:03:28.494090,1431
 00:03:29.486340,1431
 00:03:30.462780,1431
 00:03:31.440290,1431
 00:03:32.448710,1431
 00:03:33.452950,1431
 00:03:34.498830,1431
 00:03:35.446810,1431
 00:03:36.457750,1431
 00:03:37.461760,1431
 00:03:38.474650,1430
 00:03:39.470230,1430
 00:03:40.450780,1430
 00:03:41.450360,1430
 00:03:42.509500,1430
 00:03:43.466050,1430
 00:03:44.467570,1430
 00:03:45.491180,1429
 00:03:46.500870,1430
 00:03:47.486600,1429
 00:03:48.480550,1429
 00:03:49.487980,1430
 00:03:50.483700,1430
 00:03:51.485940,1431
 00:03:52.480690,1431
 00:03:53.496280,1431
 00:03:54.505830,1431
 00:03:55.513110,1431
 00:03:56.503450,1431
 00:03:57.494640,1431
 00:03:58.489770,1431
 00:03:59.506400,1431
 00:04:00.487370,1432
 00:04:01.498640,1431
 00:04:02.488810,1431
 00:04:03.499230,1431
 00:04:04.480810,1431
 00:04:05.525770,1431
 00:04:06.505850,1431
 00:04:07.499550,1430
 00:04:08.515960,1430
 00:04:09.490130,1431
 00:04:10.494770,1431
 00:04:11.505750,1431
 00:04:12.501540,1431
 00:04:13.506210,1431
 00:04:14.486960,1431
 00:04:15.483840,1431
 00:04:16.492940,1431
 00:04:17.471160,1431
 00:04:18.524770,1431
 00:04:19.486460,1431
 00:04:20.481280,1431
 00:04:21.499800,1431
 00:04:22.503440,1431
 00:04:23.513870,1431
 00:04:24.498760,1431
 00:04:25.484290,1431
 00:04:26.512790,1431
 00:04:27.504690,1431
 00:04:28.507620,1431
 00:04:29.518270,1431
 00:04:30.525960,1431
 00:04:31.471320,1431
 00:04:32.466850,1431
 00:04:33.503160,1431
 00:04:34.493080,1431
 00:04:35.471000,1431
 00:04:36.487400,1431
 00:04:37.486700,1431
 00:04:38.483260,1431
 00:04:39.458460,1431
 00:04:40.521350,1431
 00:04:41.476420,1431
 00:04:42.480630,1431
 00:04:43.478130,1431
 00:04:44.471770,1431
 00:04:45.512970,1431
 00:04:46.496920,1431
 00:04:47.529140,1431
 00:04:48.467960,1431
 00:04:49.506070,1431
 00:04:50.498670,1431
 00:04:51.498950,1431
 00:04:52.528240,1431
 00:04:53.527840,1432
 00:04:54.542850,1431
 00:04:55.523500,1431
 00:04:56.520780,1431
 00:04:57.547000,1431
 00:04:58.541020,1432
 00:04:59.512030,1432
 00:05:00.528610,1432
 00:05:01.520830,1431
 00:05:02.527100,1431
 00:05:03.564310,1432
 00:05:04.511710,1432
 00:05:05.575780,1431
 00:05:06.552170,1431
 00:05:07.551670,1431
 00:05:08.565880,1431
 00:05:09.554940,1431
 00:05:10.492400,1431
 00:05:11.548750,1431
 00:05:12.522260,1431
 00:05:13.512040,1431
 00:05:14.530770,1431
 00:05:15.517040,1431
 00:05:16.466290,1431
 00:05:17.475660,1431
 00:05:18.484890,1431
 00:05:19.509530,1431
 00:05:20.505400,1431
 00:05:21.517580,1431
 00:05:22.516060,1431
 00:05:23.452980,1432
 00:05:24.475450,1431
 00:05:25.466880,1431
 00:05:26.485950,1431
 00:05:27.481740,1432
 00:05:28.448910,1431
 00:05:29.449100,1431
 00:05:30.501990,1431
 00:05:31.495540,1431
 00:05:32.499970,1431
 00:05:33.474150,1431
 00:05:34.513950,1431
 00:05:35.489010,1431
 00:05:36.469060,1431
 00:05:37.465590,1431
 00:05:38.521330,1431
 00:05:39.462830,1431
 00:05:40.496350,1431
 00:05:41.501410,1431
 00:05:42.464550,1431
 00:05:43.468500,1431
 00:05:44.465970,1431
 00:05:45.473930,1431
 00:05:46.505040,1431
 00:05:47.512220,1431
 00:05:48.499610,1431
 00:05:49.472370,1430
 00:05:50.525740,1430
 00:05:51.513960,1430
 00:05:52.519170,1430
 00:05:53.534270,1430
 00:05:54.470790,1430
 00:05:55.494080,1430
 00:05:56.508820,1430
 00:05:57.533080,1431
 00:05:58.532040,1430
 00:05:59.528060,1431
 00:06:00.539090,1431
 00:06:01.557100,1431
 00:06:02.587610,1431
 00:06:03.536150,1431
 00:06:04.549220,1431
 00:06:05.554980,1431
 00:06:06.588790,1431
 00:06:07.596740,1431
 00:06:08.544050,1431
 00:06:09.555770,1431
 00:06:10.607610,1431
 00:06:11.582340,1431
 00:06:12.589720,1431
 00:06:13.568870,1431
 00:06:14.586250,1431
 00:06:15.584670,1431
 00:06:16.579070,1431
 00:06:17.578700,1431
 00:06:18.570810,1431
 00:06:19.621840,1431
 00:06:20.617440,1431
 00:06:21.558650,1431
 00:06:22.571130,1430
 00:06:23.580380,1430
 00:06:24.618400,1431
 00:06:25.604380,1430
 00:06:26.592330,1430
 00:06:27.611340,1431
 00:06:28.581210,1431
 00:06:29.573770,1431
 00:06:30.602210,1431
 00:06:31.620840,1431
 00:06:32.607870,1431
 00:06:33.619530,1431
 00:06:34.570130,1431
 00:06:35.585100,1431
 00:06:36.580030,1431
 00:06:37.606250,1431
 00:06:38.617210,1431
 00:06:39.619640,1431
 00:06:40.624700,1432
 00:06:41.607380,1432
 00:06:42.624530,1431
 00:06:43.610630,1431
 00:06:44.637310,1431
 00:06:45.632470,1431
 00:06:46.606040,1430
 00:06:47.623980,1430
 00:06:48.629230,1430
 00:06:49.653980,1430
 00:06:50.592410,1430
 00:06:51.651400,1430
 00:06:52.628280,1430
 00:06:53.669990,1431
 00:06:54.663510,1431
 00:06:55.611830,1431
 00:06:56.667280,1431
 00:06:57.642410,1431
 00:06:58.617020,1431
 00:06:59.656060,1431
 00:07:00.603120,1431
 00:07:01.607140,1431
