time,value
 00:01:41.585270,2250
 00:01:42.595950,2250
 00:01:43.623320,2250
 00:01:44.582260,2250
 00:01:45.573630,2250
 00:01:46.617220,2250
 00:01:47.611620,2250
 00:01:48.591730,2250
 00:01:49.570400,2250
 00:01:50.591130,2250
 00:01:51.591550,2250
 00:01:52.548470,2250
 00:01:53.549490,2250
 00:01:54.578270,2250
 00:01:55.577250,2250
 00:01:56.573780,2250
 00:01:57.591470,2250
 00:01:58.594680,2250
 00:01:59.588290,2250
 00:02:00.530130,2250
 00:02:01.521420,2250
 00:02:02.528980,2250
 00:02:03.540550,2250
 00:02:04.527070,2250
 00:02:05.529030,2250
 00:02:06.528830,2250
 00:02:07.549280,2250
 00:02:08.496810,2250
 00:02:09.486240,2250
 00:02:10.502060,2250
 00:02:11.488660,2250
 00:02:12.502730,2250
 00:02:13.478550,2250
 00:02:14.535630,2250
 00:02:15.473850,2250
 00:02:16.488270,2250
 00:02:17.485720,2250
 00:02:18.469880,2250
 00:02:19.496310,2250
 00:02:20.484180,2250
 00:02:21.470430,2250
 00:02:22.495450,2250
 00:02:23.500160,2250
 00:02:24.505820,2250
 00:02:25.503080,2250
 00:02:26.479270,2250
 00:02:27.541060,2250
 00:02:28.472950,2250
 00:02:29.487980,2250
 00:02:30.478530,2250
 00:02:31.459670,2250
 00:02:32.510710,2250
 00:02:33.516650,2250
 00:02:34.449050,2250
 00:02:35.449170,2250
 00:02:36.493690,2250
 00:02:37.476460,2250
 00:02:38.485460,2250
 00:02:39.429000,2250
 00:02:40.488290,2250
 00:02:41.433980,2250
 00:02:42.498640,2250
 00:02:43.430600,2250
 00:02:44.428740,2250
 00:02:45.495670,2250
 00:02:46.482870,2250
 00:02:47.484640,2250
 00:02:48.464170,2250
 00:02:49.487640,2250
 00:02:50.431290,2250
 00:02:51.488350,2250
 00:02:52.466320,2250
 00:02:53.453650,2250
 00:02:54.463400,2250
 00:02:55.520860,2250
 00:02:56.441410,2250
 00:02:57.442130,2250
 00:02:58.461900,2250
 00:02:59.464930,2250
 00:03:00.461650,2250
 00:03:01.500450,2250
 00:03:02.500660,2250
 00:03:03.511150,2250
 00:03:04.522200,2250
 00:03:05.459270,2250
 00:03:06.506680,2250
