time,value
 15:40:30.052470,1490
 15:40:31.044580,1490
 15:40:32.050010,1490
 15:40:33.069500,1491
 15:40:34.050340,1491
 15:40:35.037230,1491
 15:40:36.059640,1491
 15:40:37.063570,1490
 15:40:38.070310,1490
 15:40:39.068600,1491
 15:40:40.060650,1491
 15:40:41.108340,1491
 15:40:42.092090,1491
 15:40:43.095980,1491
 15:40:44.061870,1491
 15:40:45.075900,1491
 15:40:46.084540,1491
 15:40:47.094000,1490
 15:40:48.042860,1490
 15:40:49.039800,1489
 15:40:50.044700,1490
 15:40:51.045770,1491
 15:40:52.056210,1490
 15:40:53.045050,1491
 15:40:54.040830,1490
 15:40:55.106690,1491
 15:40:56.051890,1491
 15:40:57.045450,1491
 15:40:58.054420,1489
 15:40:59.034380,1489
 15:41:00.052480,1490
 15:41:01.073260,1490
 15:41:02.071280,1490
 15:41:03.059270,1490
 15:41:04.094210,1490
 15:41:05.082370,1490
 15:41:06.069120,1490
 15:41:07.058150,1490
 15:41:08.081030,1490
 15:41:09.060310,1490
 15:41:10.058520,1489
 15:41:11.089560,1490
 15:41:12.038350,1489
 15:41:13.085670,1490
 15:41:14.028780,1490
 15:41:15.022800,1490
 15:41:16.080760,1491
 15:41:17.030640,1491
 15:41:18.061630,1490
 15:41:19.030810,1490
 15:41:20.088550,1490
 15:41:21.069820,1490
 15:41:22.044550,1490
 15:41:23.025580,1491
 15:41:24.026640,1491
 15:41:25.041460,1491
 15:41:26.077410,1490
 15:41:27.011370,1490
 15:41:28.032050,1490
 15:41:29.047590,1490
 15:41:30.042310,1490
 15:41:31.008970,1490
 15:41:32.037210,1490
 15:41:32.993920,1490
 15:41:33.997170,1490
 15:41:34.989770,1490
 15:41:36.002990,1490
 15:41:37.009540,1489
 15:41:37.982380,1490
 15:41:38.987020,1491
 15:41:40.016760,1491
 15:41:41.036120,1492
 15:41:41.970840,1491
 15:41:42.990760,1491
 15:41:44.010740,1491
 15:41:45.021490,1491
 15:41:46.014480,1489
 15:41:46.970520,1487
 15:41:47.977290,1488
 15:41:48.992300,1489
 15:41:50.002570,1490
 15:41:51.009510,1491
 15:41:52.011500,1490
 15:41:52.953740,1489
 15:41:54.003040,1490
 15:41:54.955630,1491
 15:41:55.974460,1490
 15:41:56.988460,1490
 15:41:57.993790,1489
 15:41:58.973250,1490
 15:42:00.003100,1490
 15:42:00.961510,1491
 15:42:01.966530,1491
 15:42:02.965970,1490
 15:42:03.967360,1490
 15:42:04.963770,1490
 15:42:05.950080,1490
 15:42:07.002900,1490
 15:42:07.978700,1489
 15:42:08.991180,1489
 15:42:09.983880,1490
 15:42:10.971870,1491
 15:42:11.977220,1490
 15:42:12.978960,1490
 15:42:13.994350,1490
 15:42:14.994960,1490
 15:42:15.991340,1489
 15:42:17.009560,1490
 15:42:18.016530,1490
 15:42:19.019400,1490
 15:42:19.948490,1491
 15:42:20.949910,1491
 15:42:21.959660,1491
 15:42:22.929340,1490
 15:42:23.996220,1489
 15:42:24.918540,1488
 15:42:25.989280,1488
 15:42:26.966630,1488
 15:42:27.956540,1491
 15:42:28.927530,1491
 15:42:29.938180,1492
 15:42:30.950100,1491
 15:42:31.931680,1489
 15:42:32.952770,1490
 15:42:33.958940,1490
 15:42:34.928700,1490
 15:42:35.995840,1490
 15:42:36.948020,1489
 15:42:37.949260,1489
 15:42:38.947550,1489
 15:42:39.959870,1491
 15:42:40.964080,1490
 15:42:41.942780,1490
 15:42:42.938760,1491
 15:42:43.930470,1490
 15:42:44.948830,1491
 15:42:45.964400,1490
 15:42:46.959360,1490
 15:42:47.976510,1489
 15:42:48.969220,1489
 15:42:49.923450,1489
 15:42:50.938260,1490
 15:42:51.976310,1490
 15:42:52.919010,1490
 15:42:53.919010,1490
 15:42:54.908900,1491
 15:42:55.940320,1490
 15:42:56.941400,1491
 15:42:57.887400,1490
 15:42:58.904210,1489
 15:42:59.888970,1489
 15:43:00.924560,1488
 15:43:01.933040,1489
 15:43:02.927220,1490
 15:43:03.936900,1489
 15:43:04.937890,1490
 15:43:05.933030,1490
 15:43:06.929060,1490
 15:43:07.955630,1491
 15:43:08.903720,1490
 15:43:09.905950,1488
 15:43:10.907510,1489
 15:43:11.945780,1491
 15:43:12.972750,1490
 15:43:13.956290,1490
 15:43:14.939860,1490
 15:43:15.923410,1491
 15:43:16.936420,1491
 15:43:17.948290,1491
 15:43:18.955080,1490
 15:43:19.960360,1490
 15:43:20.952430,1488
 15:43:21.966210,1487
 15:43:22.921180,1488
 15:43:23.941880,1488
 15:43:24.944240,1490
 15:43:25.950950,1490
 15:43:26.909030,1491
 15:43:27.909080,1491
 15:43:28.927000,1490
 15:43:29.944170,1491
 15:43:30.942680,1490
 15:43:31.945590,1490
 15:43:32.966680,1490
 15:43:33.956870,1489
 15:43:34.964500,1488
 15:43:35.967010,1488
 15:43:36.955890,1489
 15:43:37.947010,1491
 15:43:38.963570,1491
 15:43:39.959060,1490
 15:43:40.892110,1489
 15:43:41.890540,1490
 15:43:42.886190,1490
 15:43:43.929730,1490
 15:43:44.905290,1490
 15:43:45.906690,1490
 15:43:46.897470,1490
 15:43:47.898630,1489
 15:43:48.886420,1490
 15:43:49.894000,1490
 15:43:50.894230,1489
 15:43:51.903150,1489
 15:43:52.900180,1489
 15:43:53.895280,1490
 15:43:54.897140,1491
 15:43:55.894080,1489
 15:43:56.910040,1489
 15:43:57.914750,1489
 15:43:58.948970,1490
 15:43:59.876200,1490
 15:44:00.868810,1491
 15:44:01.862850,1490
 15:44:02.867860,1490
 15:44:03.884530,1491
 15:44:04.882710,1490
 15:44:05.906650,1491
 15:44:06.879820,1490
 15:44:07.900780,1490
 15:44:08.895790,1490
 15:44:09.892500,1490
 15:44:10.905960,1489
 15:44:11.900830,1490
 15:44:12.848760,1489
 15:44:13.896650,1489
 15:44:14.837450,1490
 15:44:15.880620,1489
