value,timestamp
38,2021-12-18 00:01:41.857460
38,2021-12-18 00:01:42.939350
38,2021-12-18 00:01:44.030600
38,2021-12-18 00:01:45.082650
38,2021-12-18 00:01:46.152760
38,2021-12-18 00:01:47.207140
38,2021-12-18 00:01:48.278550
38,2021-12-18 00:01:49.346130
38,2021-12-18 00:01:50.438760
38,2021-12-18 00:01:51.498690
38,2021-12-18 00:01:52.569730
38,2021-12-18 00:01:53.643880
38,2021-12-18 00:01:54.702300
38,2021-12-18 00:01:55.784610
38,2021-12-18 00:01:56.868150
38,2021-12-18 00:01:57.930050
38,2021-12-18 00:01:58.990860
38,2021-12-18 00:02:00.059710
38,2021-12-18 00:02:01.120110
38,2021-12-18 00:02:02.194080
38,2021-12-18 00:02:03.275720
38,2021-12-18 00:02:04.336100
38,2021-12-18 00:02:05.405640
38,2021-12-18 00:02:06.486300
38,2021-12-18 00:02:07.557330
38,2021-12-18 00:02:08.610530
38,2021-12-18 00:02:09.689940
38,2021-12-18 00:02:10.758750
38,2021-12-18 00:02:11.822100
38,2021-12-18 00:02:12.903660
38,2021-12-18 00:02:13.974300
38,2021-12-18 00:02:15.036210
38,2021-12-18 00:02:16.119780
38,2021-12-18 00:02:17.201280
38,2021-12-18 00:02:18.269210
38,2021-12-18 00:02:19.340320
38,2021-12-18 00:02:20.391540
38,2021-12-18 00:02:21.452980
38,2021-12-18 00:02:22.525920
38,2021-12-18 00:02:23.595690
38,2021-12-18 00:02:24.677230
38,2021-12-18 00:02:25.738870
38,2021-12-18 00:02:26.799100
38,2021-12-18 00:02:27.879650
38,2021-12-18 00:02:28.964280
38,2021-12-18 00:02:30.023850
38,2021-12-18 00:02:31.093760
38,2021-12-18 00:02:32.155050
38,2021-12-18 00:02:33.226850
38,2021-12-18 00:02:34.310920
38,2021-12-18 00:02:35.386930
38,2021-12-18 00:02:36.430460
38,2021-12-18 00:02:37.495090
38,2021-12-18 00:02:38.552320
38,2021-12-18 00:02:39.613480
38,2021-12-18 00:02:40.697640
38,2021-12-18 00:02:41.757410
38,2021-12-18 00:02:42.777990
