value,timestamp
1536,2022-03-03 21:29:34.505740
1534,2022-03-03 21:29:35.495140
1534,2022-03-03 21:29:36.499400
1534,2022-03-03 21:29:37.474610
1535,2022-03-03 21:29:38.537220
1535,2022-03-03 21:29:39.516700
1535,2022-03-03 21:29:40.494200
1536,2022-03-03 21:29:41.481730
1536,2022-03-03 21:29:42.505470
1536,2022-03-03 21:29:43.502690
1538,2022-03-03 21:29:44.490810
1537,2022-03-03 21:29:45.515000
1536,2022-03-03 21:29:46.539110
1537,2022-03-03 21:29:47.526850
1538,2022-03-03 21:29:48.511360
1534,2022-03-03 21:29:49.530170
1534,2022-03-03 21:29:50.497500
1537,2022-03-03 21:29:51.529360
1538,2022-03-03 21:29:52.528210
1536,2022-03-03 21:29:53.515980
1539,2022-03-03 21:29:54.492190
1538,2022-03-03 21:29:55.487210
1536,2022-03-03 21:29:56.491480
1539,2022-03-03 21:29:57.509060
1538,2022-03-03 21:29:58.492630
1537,2022-03-03 21:29:59.492500
1538,2022-03-03 21:30:00.490260
1537,2022-03-03 21:30:01.514960
1537,2022-03-03 21:30:02.516890
1538,2022-03-03 21:30:03.496830
1538,2022-03-03 21:30:04.498830
1536,2022-03-03 21:30:05.507850
1536,2022-03-03 21:30:06.512780
1537,2022-03-03 21:30:07.550600
1536,2022-03-03 21:30:08.533980
1536,2022-03-03 21:30:09.499610
1536,2022-03-03 21:30:10.490190
1535,2022-03-03 21:30:11.559940
1535,2022-03-03 21:30:12.517770
1536,2022-03-03 21:30:13.492030
1536,2022-03-03 21:30:14.521430
1535,2022-03-03 21:30:15.525400
1536,2022-03-03 21:30:16.490530
1535,2022-03-03 21:30:17.539960
1535,2022-03-03 21:30:18.522640
1535,2022-03-03 21:30:19.535140
1535,2022-03-03 21:30:20.463210
1534,2022-03-03 21:30:21.489500
1535,2022-03-03 21:30:22.485780
1534,2022-03-03 21:30:23.493680
1533,2022-03-03 21:30:24.436860
1534,2022-03-03 21:30:25.469640
1535,2022-03-03 21:30:26.421430
1534,2022-03-03 21:30:27.438660
1535,2022-03-03 21:30:28.416820
1536,2022-03-03 21:30:29.415580
1537,2022-03-03 21:30:30.407260
1535,2022-03-03 21:30:31.422940
1538,2022-03-03 21:30:32.405970
1538,2022-03-03 21:30:33.413630
1536,2022-03-03 21:30:34.404000
1538,2022-03-03 21:30:35.444800
1538,2022-03-03 21:30:36.445540
1537,2022-03-03 21:30:37.456380
1537,2022-03-03 21:30:38.393490
1538,2022-03-03 21:30:39.389100
1537,2022-03-03 21:30:40.381780
1537,2022-03-03 21:30:41.396500
1538,2022-03-03 21:30:42.410400
1538,2022-03-03 21:30:43.424540
1538,2022-03-03 21:30:44.415330
1538,2022-03-03 21:30:45.389420
1538,2022-03-03 21:30:46.409780
1539,2022-03-03 21:30:47.400510
1538,2022-03-03 21:30:48.399000
1538,2022-03-03 21:30:49.430830
1539,2022-03-03 21:30:50.426210
1538,2022-03-03 21:30:51.369010
1539,2022-03-03 21:30:52.377760
1540,2022-03-03 21:30:53.376250
1537,2022-03-03 21:30:54.362520
1538,2022-03-03 21:30:55.379800
1538,2022-03-03 21:30:56.358070
1537,2022-03-03 21:30:57.425290
1537,2022-03-03 21:30:58.360120
1536,2022-03-03 21:30:59.384090
1537,2022-03-03 21:31:00.353950
1538,2022-03-03 21:31:01.342210
1539,2022-03-03 21:31:02.347570
1539,2022-03-03 21:31:03.362700
